,Activity,Pose - Legs,Main Area,Sub-Location,High-Level Process,Mid-Level Process,Low-Level Process,org:resource,concept:name,case:concept:name,time:timestamp
632,Pull,Gait Cycle,Cross aisle path,3-4,Retrieval,Preparing order,Transport a cart to the base,Subject_2,Cross aisle path,Case_01,2025-01-02 17:11:12.000
633,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 17:16:21.000
634,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 17:31:05.000
635,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Path,Case_01,2025-01-02 17:33:36.500
636,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Office,Case_01,2025-01-02 17:33:57.500
637,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Path,Case_01,2025-01-02 17:40:00.500
638,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Cross aisle path,Case_01,2025-01-02 17:40:23.500
639,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 17:42:54.000
640,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Cross aisle path,Case_01,2025-01-02 17:53:46.000
641,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Path,Case_01,2025-01-02 17:54:33.500
642,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Office,Case_01,2025-01-02 17:54:50.000
643,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Path,Case_01,2025-01-02 18:01:59.500
644,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Cross aisle path,Case_01,2025-01-02 18:02:18.000
645,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Aisle path,Case_01,2025-01-02 18:03:21.500
646,Standing,Step,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 18:09:04.000
647,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 18:10:42.500
648,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 18:14:10.000
649,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 18:15:29.500
650,Handling centred,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 18:22:49.500
651,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_2,Base,Case_01,2025-01-02 18:23:48.000
652,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 18:25:47.000
653,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 18:26:19.500
654,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Cross aisle path,Case_01,2025-01-02 18:33:48.000
655,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Path,Case_01,2025-01-02 18:34:36.500
656,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Office,Case_01,2025-01-02 18:34:56.000
657,Tick off / confirm,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Path,Case_01,2025-01-02 18:38:00.500
658,Tick off / confirm,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Cross aisle path,Case_01,2025-01-02 18:38:24.000
659,Tick off / confirm,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Aisle path,Case_01,2025-01-02 18:39:33.500
660,Handling centred,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 18:40:31.500
661,Handling centred,Step,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_2,Base,Case_01,2025-01-02 18:42:16.500
662,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 18:44:29.000
663,Walking,Gait Cycle,Aisle path,2 back,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 18:44:34.000
664,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 18:46:44.500
665,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_2,Base,Case_01,2025-01-02 18:47:10.000
666,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 18:47:57.000
667,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 18:48:28.500
668,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 18:52:24.000
669,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_2,Base,Case_01,2025-01-02 18:52:47.000
670,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 18:53:50.000
671,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 18:54:16.000
672,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 18:57:17.500
673,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_2,Base,Case_01,2025-01-02 18:57:41.500
674,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 18:58:28.500
675,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 18:58:52.500
676,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 19:02:01.000
677,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_2,Base,Case_01,2025-01-02 19:02:25.000
678,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 19:02:56.500
679,Handling upwards,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 19:05:40.500
680,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_2,Base,Case_01,2025-01-02 19:06:10.000
681,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 19:07:24.500
682,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 19:08:20.500
683,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 19:10:11.000
684,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_2,Base,Case_01,2025-01-02 19:10:49.500
685,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 19:11:24.000
686,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 19:12:12.500
687,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 19:14:49.500
688,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_2,Base,Case_01,2025-01-02 19:15:28.500
689,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 19:16:17.000
690,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 19:16:59.000
691,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 19:19:58.000
692,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_2,Base,Case_01,2025-01-02 19:20:40.000
693,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 19:21:22.500
694,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 19:22:09.500
695,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 19:24:51.000
696,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_2,Base,Case_01,2025-01-02 19:25:36.500
697,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 19:27:02.500
698,Walking,Gait Cycle,Aisle path,5 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 19:28:31.500
699,Walking,Gait Cycle,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 19:40:20.500
700,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_2,Base,Case_01,2025-01-02 19:42:12.500
701,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Packing,Transport to the packaging/sorting area,Subject_2,Cross aisle path,Case_01,2025-01-02 19:43:19.000
702,Pull,Gait Cycle,Path,Path (Office),Retrieval,Packing,Transport to the packaging/sorting area,Subject_2,Path,Case_01,2025-01-02 19:44:42.500
703,Pull,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Transport to the packaging/sorting area,Subject_2,Packing/sorting area,Case_01,2025-01-02 19:46:10.000
704,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_2,Path,Case_01,2025-01-02 19:49:38.000
705,Walking,Gait Cycle,Office,_,Retrieval,Packing,Report and clarify the incident,Subject_2,Office,Case_01,2025-01-02 19:50:15.000
706,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_2,Path,Case_01,2025-01-02 19:52:10.500
707,Walking,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Report and clarify the incident,Subject_2,Packing/sorting area,Case_01,2025-01-02 19:52:46.000
708,Pull,Gait Cycle,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_2,Path,Case_01,2025-01-02 20:52:43.000
709,Pull,Gait Cycle,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_2,Issuing/receiving area,Case_01,2025-01-02 20:56:00.000
710,Pull,Gait Cycle,Path,Path (Issuing area),Retrieval,Finalizing order,Returning hardware,Subject_2,Path,Case_01,2025-01-02 21:01:42.500
711,Walking,Gait Cycle,Packing/sorting area,_,Retrieval,Finalizing order,Returning hardware,Subject_2,Packing/sorting area,Case_01,2025-01-02 21:04:41.000
712,Handling centred,Gait Cycle,Path,Path (Office),Retrieval,Finalizing order,Returning hardware,Subject_2,Path,Case_01,2025-01-02 21:06:07.500
713,Pull,Gait Cycle,Office,_,Retrieval,Finalizing order,Returning hardware,Subject_2,Office,Case_01,2025-01-02 21:07:15.500
714,Pull,Gait Cycle,Path,Path (Office),Storage,Preparing order,Collecting packed cardboard boxes,Subject_2,Path,Case_01,2025-01-02 21:13:00.000
715,Push,Gait Cycle,Issuing/receiving area,_,Storage,Preparing order,Collecting packed cardboard boxes,Subject_2,Issuing/receiving area,Case_01,2025-01-02 21:16:45.500
716,Pull,Gait Cycle,Path,Path (Issuing area),Storage,Unpacking,Transport to the packaging/sorting area,Subject_2,Path,Case_01,2025-01-02 21:32:09.000
717,Pull,Gait Cycle,Packing/sorting area,_,Storage,Unpacking,Transport to the packaging/sorting area,Subject_2,Packing/sorting area,Case_01,2025-01-02 21:35:19.000
718,Pull,Gait Cycle,Path,Path (Office),Storage,Storing_travel time,Transport a cart to the base,Subject_2,Path,Case_01,2025-01-02 23:01:24.000
719,Pull,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Transport a cart to the base,Subject_2,Cross aisle path,Case_01,2025-01-02 23:02:31.500
720,Standing,Step,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_2,Base,Case_01,2025-01-02 23:05:19.000
721,Handling centred,Gait Cycle,Cross aisle path,1-2,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_2,Cross aisle path,Case_01,2025-01-02 23:21:42.500
722,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 23:24:41.000
723,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 23:25:44.000
724,Walking,Gait Cycle,Base,_,Storage,Storing_store time,Sorting,Subject_2,Base,Case_01,2025-01-02 23:26:17.000
725,Handling centred,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 23:32:34.500
726,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 23:39:21.000
727,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 23:42:39.500
728,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 23:47:58.500
729,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 23:50:29.000
730,Handling centred,Step,Base,_,Storage,Storing_store time,Sorting,Subject_2,Base,Case_01,2025-01-02 23:51:48.000
731,Handling centred,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-03 00:06:16.000
732,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-03 00:06:37.000
733,Standing,Standing Still,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-03 00:08:18.000
734,Standing,Step,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-03 00:09:05.000
735,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-03 00:17:27.500
736,Handling centred,Gait Cycle,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-03 00:19:16.000
737,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-03 00:26:29.000
738,Walking,Gait Cycle,Path,Path (Office),Storage,Storing_travel time,Returning hardware,Subject_2,Path,Case_01,2025-01-03 00:29:46.000
739,Walking,Gait Cycle,Office,_,Storage,Storing_travel time,Returning hardware,Subject_2,Office,Case_01,2025-01-03 00:30:09.500
740,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-03 00:31:20.000
741,Handling centred,Step,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_2,Base,Case_01,2025-01-03 00:32:53.000
742,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-03 00:35:09.000
743,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-03 00:36:38.000
744,Standing,Step,Base,_,Storage,Storing_travel time,Move to a cart,Subject_2,Base,Case_01,2025-01-03 00:38:55.500
745,Standing,Step,Cross aisle path,1-2,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_2,Cross aisle path,Case_01,2025-01-03 00:39:10.500
746,Standing,Step,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_2,Base,Case_01,2025-01-03 00:42:11.500
747,Handling centred,Gait Cycle,Cross aisle path,1-2,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_2,Cross aisle path,Case_01,2025-01-03 00:44:50.500
748,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-03 00:45:42.500
749,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-03 00:53:48.000
750,Standing,Step,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_2,Base,Case_01,2025-01-03 00:55:17.000
751,Standing,Step,Cross aisle path,1-2,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_2,Cross aisle path,Case_01,2025-01-03 00:57:08.500
752,Standing,Step,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_2,Base,Case_01,2025-01-03 00:58:24.000
753,Handling centred,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-03 01:12:08.500
754,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-03 01:15:00.000
755,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-03 01:19:04.000
756,Handling downwards,Step,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_2,Base,Case_01,2025-01-03 01:21:23.000
