,Activity,Main Area,Sub-Location,High-Level Process,Mid-Level Process,Low-Level Process,Pose - Legs,concept:name,org:resource,case:concept:name,time:timestamp
392986,Walking,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 06:34:53.000
393039,Walking,Packing/sorting area,_,Retrieval,Packing,Report and clarify the incident,Gait Cycle,Packing/sorting area,Subject_01,Case_01,2025-01-03 06:35:19.500
395151,Push,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 06:52:55.500
395384,Handling centred,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,Gait Cycle,Issuing/receiving area,Subject_01,Case_01,2025-01-03 06:54:52.000
395817,Pull,Path,Path (Issuing area),Retrieval,Finalizing order,Returning hardware,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 06:58:28.500
396224,Push,Office,_,Retrieval,Finalizing order,Returning hardware,Gait Cycle,Office,Subject_01,Case_01,2025-01-03 07:01:52.000
397948,Push,Path,Path (Office),Retrieval,Preparing order,Collecting empty cardboard boxes,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 07:16:14.000
398138,Push,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,Gait Cycle,Cardboard box area,Subject_01,Case_01,2025-01-03 07:17:49.000
398415,Push,Path,Path (Cardboard box area),Retrieval,Picking_travel time,Transport a cart to the base,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 07:20:07.500
398699,Push,Cross aisle path,3-4,Retrieval,Picking_travel time,Transport a cart to the base,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 07:22:29.500
398987,Walking,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 07:24:53.500
400907,Walking,Cross aisle path,1-2,Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 07:40:53.500
401434,Walking,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 07:45:17.000
401498,Walking,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Office,Subject_01,Case_01,2025-01-03 07:45:49.000
402564,Walking,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 07:54:42.000
402608,Walking,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 07:55:04.000
402742,Walking,Aisle path,1 front,Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 07:56:11.000
403595,Walking,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 08:03:17.500
403935,Walking,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 08:06:07.500
406202,Walking,Cross aisle path,1-2,Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 08:25:01.000
406432,Handling centred,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 08:26:56.000
406468,Handling centred,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Office,Subject_01,Case_01,2025-01-03 08:27:14.000
406788,Handling centred,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 08:29:54.000
406856,Handling centred,Cross aisle path,2-3,Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 08:30:28.000
407022,Handling centred,Aisle path,1 front,Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 08:31:51.000
407644,Handling centred,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 08:37:02.000
407688,Handling centred,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Standing Still,Base,Subject_01,Case_01,2025-01-03 08:37:24.000
407755,Handling centred,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Standing Still,Cross aisle path,Subject_01,Case_01,2025-01-03 08:37:57.500
407854,Walking,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 08:38:47.000
408569,Walking,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 08:44:44.500
408838,Walking,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 08:46:59.000
409424,Walking,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 08:51:52.000
409612,Walking,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 08:53:26.000
411232,Walking,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 09:06:56.000
411479,Walking,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 09:08:59.500
412249,Walking,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 09:15:24.500
412527,Walking,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 09:17:43.500
412975,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 09:21:27.500
413069,Handling centred,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 09:22:14.500
413155,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 09:22:57.500
413234,Walking,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 09:23:37.000
413911,Standing,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Standing Still,Cross aisle path,Subject_01,Case_01,2025-01-03 09:29:15.500
413982,Walking,Base,_,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 09:29:51.000
414080,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 09:30:40.000
414178,Walking,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 09:31:29.000
415467,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 09:42:13.500
415532,Walking,Base,_,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 09:42:46.000
415628,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 09:43:34.000
415710,Walking,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 09:44:15.000
416548,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 09:51:14.000
416612,Handling centred,Base,_,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 09:51:46.000
416724,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 09:52:42.000
416863,Walking,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 09:53:51.500
417260,Walking,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 09:57:10.000
417351,Walking,Base,_,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 09:57:55.500
417475,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 09:58:57.500
417617,Walking,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 10:00:08.500
417859,Walking,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 10:02:09.500
417945,Walking,Base,_,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 10:02:52.500
418052,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 10:03:46.000
418177,Walking,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 10:04:48.500
418773,Walking,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 10:09:46.500
418864,Walking,Base,_,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 10:10:32.000
418985,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 10:11:32.500
419083,Walking,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 10:12:21.500
419767,Walking,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 10:18:03.500
419859,Walking,Base,_,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 10:18:49.500
419976,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 10:19:48.000
420156,Walking,Aisle path,5 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 10:21:18.000
421888,Walking,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 10:35:44.000
422107,Handling centred,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 10:37:33.500
422203,Push,Cross aisle path,1-2,Retrieval,Packing,Transport to the packaging/sorting area,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 10:38:21.500
422384,Push,Path,Path (Office),Retrieval,Packing,Transport to the packaging/sorting area,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 10:39:52.000
422475,Push,Packing/sorting area,_,Retrieval,Packing,Transport to the packaging/sorting area,Gait Cycle,Packing/sorting area,Subject_01,Case_01,2025-01-03 10:40:37.500
432193,Push,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 12:01:36.500
432499,Push,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,Gait Cycle,Issuing/receiving area,Subject_01,Case_01,2025-01-03 12:04:09.500
432855,Push,Path,Path (Issuing area),Retrieval,Preparing order,Collecting order and hardware,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 12:07:07.500
433167,Push,Office,_,Retrieval,Preparing order,Collecting order and hardware,Gait Cycle,Office,Subject_01,Case_01,2025-01-03 12:09:43.500
439674,Push,Path,Path (Office),Retrieval,Picking_travel time,Transport a cart to the base,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 13:03:57.000
439719,Push,Cross aisle path,3-4,Retrieval,Picking_travel time,Transport a cart to the base,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 13:04:19.500
439938,Walking,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 13:06:09.000
441254,Handling centred,Cross aisle path,1-2,Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 13:17:07.000
441588,Handling centred,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 13:19:54.000
441619,Handling centred,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Office,Subject_01,Case_01,2025-01-03 13:20:09.500
442029,Walking,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 13:23:34.500
442070,Walking,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 13:23:55.000
442169,Walking,Path,Path (Office),Retrieval,Preparing order,Collecting empty cardboard boxes,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 13:24:44.500
442337,Walking,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,Gait Cycle,Cardboard box area,Subject_01,Case_01,2025-01-03 13:26:08.500
442462,Walking,Path,Path (Cardboard box area),Retrieval,Preparing order,Collecting empty cardboard boxes,Gait Cycle,Path,Subject_01,Case_01,2025-01-03 13:27:11.000
442634,Walking,Cross aisle path,3-4,Retrieval,Preparing order,Collecting empty cardboard boxes,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 13:28:37.000
442675,Walking,Base,_,Retrieval,Preparing order,Collecting empty cardboard boxes,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 13:28:57.500
443324,Standing,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Step,Cross aisle path,Subject_01,Case_01,2025-01-03 13:34:22.000
444063,Scan,Base,_,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 13:40:31.500
444294,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 13:42:27.000
444386,Walking,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 13:43:13.000
445060,Handling centred,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 13:48:50.000
445180,Handling upwards,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 13:49:50.000
445760,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 13:54:40.000
445826,Walking,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 13:55:13.000
446359,Tick off / confirm,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 13:59:39.500
446485,Handling centred,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 14:00:42.500
446756,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 14:02:58.000
446861,Walking,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 14:03:50.500
447635,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 14:10:17.500
448105,Walking,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 14:14:12.500
448408,Tick off / confirm,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Step,Cross aisle path,Subject_01,Case_01,2025-01-03 14:16:44.000
448512,Handling centred,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 14:17:36.000
448680,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 14:19:00.000
448831,Walking,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 14:20:15.500
449105,Handling centred,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 14:22:32.500
449147,Handling centred,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Gait Cycle,Base,Subject_01,Case_01,2025-01-03 14:22:53.500
449360,Walking,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 14:24:40.000
449432,Walking,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Gait Cycle,Aisle path,Subject_01,Case_01,2025-01-03 14:25:16.000
449907,Tick off / confirm,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Gait Cycle,Cross aisle path,Subject_01,Case_01,2025-01-03 14:29:13.500
